"","Year","Habitat_plant","Sample_code","Sample_code_by_core","depth","label","Tsoil","pH","GPS","site","habitat","WTD","ALD"
"2016_P1_20_24","2016","PALSA","core_1","2016_P_1_20_24","20_24","P","7.4",NA,"N 68 21.2708, E 19 02.7958","Palsa Autochamber Site","Palsa","+/- neg, see notes","84.0"
"2016_E2_1_5","2016","FEN","core_2","2016_E_2_1_5","1_5","E","19.2",NA,"N 68 21.2007, E 19 02.8044","Eriophorum Autochamber Site","Fen","-3.0","Below Detection (>100)"
"2016_E2_10_14","2016","FEN","core_2","2016_E_2_10_14","10_14","E","16.8","4.5","N 68 21.2007, E 19 02.8044","Eriophorum Autochamber Site","Fen","-3.0","Below Detection (>100)"
"2016_E1_1_5","2016","FEN","core_1","2016_E_1_1_5","1_5","E","19.9","5.6","N 68 21.1942, E 19 02.8208","Eriophorum Autochamber Site","Fen","-4.2","Below Detection (>100)"
"2016_E3_20_24","2016","FEN","core_3","2016_E_3_20_24","20_24","E","13.7","5.1","N 68 21.2045, E 19 02.8036","Eriophorum Autochamber Site","Fen","0.0","Below Detection (>100)"
"2016_E3_10_14","2016","FEN","core_3","2016_E_3_10_14","10_14","E","15.2","5","N 68 21.2045, E 19 02.8036","Eriophorum Autochamber Site","Fen","0.0","Below Detection (>100)"
"2016_E2_20_24","2016","FEN","core_2","2016_E_2_20_24","20_24","E","15.1","4.5","N 68 21.2007, E 19 02.8044","Eriophorum Autochamber Site","Fen","-3.0","Below Detection (>100)"
"2016_E3_1_5","2016","FEN","core_3","2016_E_3_1_5","1_5","E","19.8","5.1","N 68 21.2045, E 19 02.8036","Eriophorum Autochamber Site","Fen","0.0","Below Detection (>100)"
"2016_E1_20_24","2016","FEN","core_1","2016_E_1_20_24","20_24","E","12.8","5.6","N 68 21.1942, E 19 02.8208","Eriophorum Autochamber Site","Fen","-4.2","Below Detection (>100)"
"2016_E1_10_14","2016","FEN","core_1","2016_E_1_10_14","10_14","E","13.7","5","N 68 21.1942, E 19 02.8208","Eriophorum Autochamber Site","Fen","-4.2","Below Detection (>100)"
"2016_S3_20_24","2016","BOG","core_3","2016_S_3_20_24","20_24","S","13.7","4.3","N 68 21.1970, E 19 02.8532","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S3_10_14","2016","BOG","core_3","2016_S_3_10_14","10_14","S","15.3","4.2","N 68 21.1970, E 19 02.8532","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S1_10_14","2016","BOG","core_1","2016_S_1_10_14","10_14","S","13.5","4","N 68 21.1902, E 19 02.8444","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S3_1_5","2016","BOG","core_3","2016_S_3_1_5","1_5","S","18.6",NA,"N 68 21.1970, E 19 02.8532","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S2_1_5","2016","BOG","core_2","2016_S_2_1_5","1_5","S","17.3",NA,"N 68 21.1952, E 19 02.8514","Sphagnum Autochamber Site","Bog","-9.0","Below Detection (>100)"
"2016_S1_20_24","2016","BOG","core_1","2016_S_1_20_24","20_24","S","11.6","4","N 68 21.1902, E 19 02.8444","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S1_1_5","2016","BOG","core_1","2016_S_1_1_5","1_5","S","14.8",NA,"N 68 21.1902, E 19 02.8444","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>100)"
"2016_S2_10_14","2016","BOG","core_2","2016_S_2_10_14","10_14","S","13.5","3.9","N 68 21.1952, E 19 02.8514","Sphagnum Autochamber Site","Bog","-9.0","Below Detection (>100)"
"2016_S2_20_24","2016","BOG","core_2","2016_S_2_20_24","20_24","S","11.8","4","N 68 21.1952, E 19 02.8514","Sphagnum Autochamber Site","Bog","-9.0","Below Detection (>100)"
"2023_P_1_1_5","2023","PALSA","core _1","2023_P_1_1_5","1_5","P","12.9",NA,"68.35323934N, 19.04726260E","Palsa Autochamber Site","Palsa","Not Measured","45.0"
"2023_P_1_10_14","2023","PALSA","core _1","2023_P_1_10_14","10_14","P","9.3",NA,"68.35323934N, 19.04726260E","Palsa Autochamber Site","Palsa","Not Measured","45.0"
"2023_P_1_20_24","2023","PALSA","core _1","2023_P_1_20_24","20_24","P","5.3",NA,"68.35323934N, 19.04726260E","Palsa Autochamber Site","Palsa","Not Measured","45.0"
"2023_P_1_30_34","2023","PALSA","core _1","2023_P_1_30_34","30_34","P","3.1",NA,"68.35323934N, 19.04726260E","Palsa Autochamber Site","Palsa","Not Measured","45.0"
"2023_P_2_1_5","2023","PALSA","core _2","2023_P_2_1_5","1_5","P","15.8",NA,"68.35344310N, 19.04733212E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_2_10_14","2023","PALSA","core _2","2023_P_2_10_14","10_14","P","11.5",NA,"68.35344310N, 19.04733212E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_2_20_24","2023","PALSA","core _2","2023_P_2_20_24","20_24","P","7.5",NA,"68.35344310N, 19.04733212E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_2_30_34","2023","PALSA","core _2","2023_P_2_30_34","30_34","P","2.9",NA,"68.35344310N, 19.04733212E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_3_1_5","2023","PALSA","core _3","2023_P_3_1_5","1_5","P","16.5",NA,"68.35349074N, 19.04737347E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_3_10_14","2023","PALSA","core _3","2023_P_3_10_14","10_14","P","11.8",NA,"68.35349074N, 19.04737347E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_3_20_24","2023","PALSA","core _3","2023_P_3_20_24","20_24","P","6.5",NA,"68.35349074N, 19.04737347E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_P_3_30_34","2023","PALSA","core _3","2023_P_3_30_34","30_34","P","2.3",NA,"68.35349074N, 19.04737347E","Palsa Autochamber Site","Palsa","Not Measured","36.0"
"2023_S_1_1_5","2023","BOG","core _1","2023_S_1_1_5","1_5","S","15.4",NA,"68.35338463N, 19.04751523E","Sphagnum Autochamber Site","Bog","-16.0","Below Detection (>80)"
"2023_S_1_10_14","2023","BOG","core _1","2023_S_1_10_14","10_14","S","8.8",NA,"68.35338463N, 19.04751523E","Sphagnum Autochamber Site","Bog","-16.0","Below Detection (>80)"
"2023_S_1_20_24","2023","BOG","core _1","2023_S_1_20_24","20_24","S","6.3","4.1","68.35338463N, 19.04751523E","Sphagnum Autochamber Site","Bog","-16.0","Below Detection (>80)"
"2023_S_1_30_34","2023","BOG","core _1","2023_S_1_30_34","30_34","S","4.6","3.8","68.35338463N, 19.04751523E","Sphagnum Autochamber Site","Bog","-16.0","Below Detection (>80)"
"2023_S_1_40_44","2023","BOG","core _1","2023_S_1_40_44","40_44","S","2.6","3.7","68.35338463N, 19.04751523E","Sphagnum Autochamber Site","Bog","-16.0","Below Detection (>80)"
"2023_S_2_1_5","2023","BOG","core _2","2023_S_2_1_5","1_5","S","10.3",NA,"68.35342589N, 19.04757058E","Sphagnum Autochamber Site","Bog","-6.0","Below Detection (>80)"
"2023_S_2_10_14","2023","BOG","core _2","2023_S_2_10_14","10_14","S","8.3","3.6","68.35342589N, 19.04757058E","Sphagnum Autochamber Site","Bog","-6.0","Below Detection (>80)"
"2023_S_2_20_24","2023","BOG","core _2","2023_S_2_20_24","20_24","S","7.1","3.5","68.35342589N, 19.04757058E","Sphagnum Autochamber Site","Bog","-6.0","Below Detection (>80)"
"2023_S_2_30_34","2023","BOG","core _2","2023_S_2_30_34","30_34","S","5.2","3.4","68.35342589N, 19.04757058E","Sphagnum Autochamber Site","Bog","-6.0","Below Detection (>80)"
"2023_S_2_40_44","2023","BOG","core _2","2023_S_2_40_44","40_44","S","4","3.6","68.35342589N, 19.04757058E","Sphagnum Autochamber Site","Bog","-6.0","Below Detection (>80)"
"2023_S_3_1_5","2023","BOG","core _3","2023_S_3_1_5","1_5","S","12.4",NA,"68.35344247N, 19.04759278E","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>80)"
"2023_S_3_10_14","2023","BOG","core _3","2023_S_3_10_14","10_14","S","9","3.6","68.35344247N, 19.04759278E","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>80)"
"2023_S_3_20_24","2023","BOG","core _3","2023_S_3_20_24","20_24","S","6.8","3.6","68.35344247N, 19.04759278E","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>80)"
"2023_S_3_30_34","2023","BOG","core _3","2023_S_3_30_34","30_34","S","5.3","3.6","68.35344247N, 19.04759278E","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>80)"
"2023_S_3_40_44","2023","BOG","core _3","2023_S_3_40_44","40_44","S","3.1","3.8","68.35344247N, 19.04759278E","Sphagnum Autochamber Site","Bog","-10.0","Below Detection (>80)"
"2023_E_1_1_5","2023","FEN","core _1","2023_E_1_1_5","1_5","E","18.5",NA,"68.35324398N, 19.04703228E","Eriophorum Autochamber Site","Fen","8.5","Below Detection (>80)"
"2023_E_1_10_14","2023","FEN","core _1","2023_E_1_10_14","10_14","E","12.5",NA,"68.35324398N, 19.04703228E","Eriophorum Autochamber Site","Fen","8.5","Below Detection (>80)"
"2023_E_1_20_24","2023","FEN","core _1","2023_E_1_20_24","20_24","E","11.3","4.7","68.35324398N, 19.04703228E","Eriophorum Autochamber Site","Fen","8.5","Below Detection (>80)"
"2023_E_1_30_34","2023","FEN","core _1","2023_E_1_30_34","30_34","E","9.9","4.6","68.35324398N, 19.04703228E","Eriophorum Autochamber Site","Fen","8.5","Below Detection (>80)"
"2023_E_2_1_5","2023","FEN","core _2","2023_E_2_1_5","1_5","E","12.1","5.1","68.35328435N, 19.04654042E","Eriophorum Autochamber Site","Fen","3.0","Below Detection (>80)"
"2023_E_2_10_14","2023","FEN","core _2","2023_E_2_10_14","10_14","E","8.9","5.1","68.35328435N, 19.04654042E","Eriophorum Autochamber Site","Fen","3.0","Below Detection (>80)"
"2023_E_2_20_24","2023","FEN","core _2","2023_E_2_20_24","20_24","E","6.6","5.1","68.35328435N, 19.04654042E","Eriophorum Autochamber Site","Fen","3.0","Below Detection (>80)"
"2023_E_2_30_34","2023","FEN","core _2","2023_E_2_30_34","30_34","E","4.6","5.1","68.35328435N, 19.04654042E","Eriophorum Autochamber Site","Fen","3.0","Below Detection (>80)"
"2023_E_3_1_5","2023","FEN","core _3","2023_E_3_1_5","1_5","E","14.2","5.5","68.35343147N, 19.04668856E","Eriophorum Autochamber Site","Fen","6.0","Below Detection (>80)"
"2023_E_3_10_14","2023","FEN","core _3","2023_E_3_10_14","10_14","E","13.2","5.4","68.35343147N, 19.04668856E","Eriophorum Autochamber Site","Fen","6.0","Below Detection (>80)"
"2023_E_3_20_24","2023","FEN","core _3","2023_E_3_20_24","20_24","E","12.5","5.3","68.35343147N, 19.04668856E","Eriophorum Autochamber Site","Fen","6.0","Below Detection (>80)"
"2023_E_3_30_34","2023","FEN","core _3","2023_E_3_30_34","30_34","E","11.5","5.4","68.35343147N, 19.04668856E","Eriophorum Autochamber Site","Fen","6.0","Below Detection (>80)"
"2023_E_3_40_44","2023","FEN","core _3","2023_E_3_40_44","40_44","E","10","5.3","68.35343147N, 19.04668856E","Eriophorum Autochamber Site","Fen","6.0","Below Detection (>80)"
"2023_Inc_E_1_1_5","2023","IncE","core _1","2023_IncE_1_1_5","1_5","IncE","12.9","6.1","68.35440435N, 19.04451119E","Inc-Eriophorum","Fen","2.0","Below Detection (>80)"
"2023_Inc_E_1_10_14","2023","IncE","core _1","2023_IncE_1_10_14","10_14","IncE","12.8","5.9","68.35440435N, 19.04451119E","Inc-Eriophorum","Fen","2.0","Below Detection (>80)"
"2023_Inc_E_1_20_24","2023","IncE","core _1","2023_IncE_1_20_24","20_24","IncE","12.2","5.4","68.35440435N, 19.04451119E","Inc-Eriophorum","Fen","2.0","Below Detection (>80)"
"2023_Inc_E_1_30_34","2023","IncE","core _1","2023_IncE_1_30_34","30_34","IncE","10.7","5.3","68.35440435N, 19.04451119E","Inc-Eriophorum","Fen","2.0","Below Detection (>80)"
"2023_Inc_E_2_1_5","2023","IncE","core _2","2023_IncE_2_1_5","1_5","IncE","11.9","5.3","68.35444104N, 19.04438894E","Inc-Eriophorum","Fen","3.0","Below Detection (>80)"
"2023_Inc_E_2_10_14","2023","IncE","core _2","2023_IncE_2_10_14","10_14","IncE","11.3","5.4","68.35444104N, 19.04438894E","Inc-Eriophorum","Fen","3.0","Below Detection (>80)"
"2023_Inc_E_2_20_24","2023","IncE","core _2","2023_IncE_2_20_24","20_24","IncE","10.1","5.2","68.35444104N, 19.04438894E","Inc-Eriophorum","Fen","3.0","Below Detection (>80)"
"2023_Inc_E_2_30_34","2023","IncE","core _2","2023_IncE_2_30_34","30_34","IncE","8.9","5","68.35444104N, 19.04438894E","Inc-Eriophorum","Fen","3.0","Below Detection (>80)"
"2023_Inc_E_3_1_5","2023","IncE","core _3","2023_IncE_3_1_5","1_5","IncE","9.8","5.2","68.35446596N, 19.04442549E","Inc-Eriophorum","Fen","2.5","Below Detection (>80)"
"2023_Inc_E_3_10_14","2023","IncE","core _3","2023_IncE_3_10_14","10_14","IncE","8.9","5.1","68.35446596N, 19.04442549E","Inc-Eriophorum","Fen","2.5","Below Detection (>80)"
"2023_Inc_E_3_20_24","2023","IncE","core _3","2023_IncE_3_20_24","20_24","IncE","7.9","5","68.35446596N, 19.04442549E","Inc-Eriophorum","Fen","2.5","Below Detection (>80)"
"2023_Inc_E_3_30_34","2023","IncE","core _3","2023_IncE_3_30_34","30_34","IncE","6.6","5.2","68.35446596N, 19.04442549E","Inc-Eriophorum","Fen","2.5","Below Detection (>80)"
"2023_AvCj_P_1_1_5","2023","AvCj_P","core _1","2023_AvCj_P_1_1_5","1_5","AvCj_P","10.5",NA,"68.35516776N, 19.04335975E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","40.7"
"2023_AvCj_P_1_10_14","2023","AvCj_P","core _1","2023_AvCj_P_1_10_14","10_14","AvCj_P","8",NA,"68.35516776N, 19.04335975E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","40.7"
"2023_AvCj_P_1_20_24","2023","AvCj_P","core _1","2023_AvCj_P_1_20_24","20_24","AvCj_P","4",NA,"68.35516776N, 19.04335975E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","40.7"
"2023_AvCj_P_1_30_34","2023","AvCj_P","core _1","2023_AvCj_P_1_30_34","30_34","AvCj_P","2",NA,"68.35516776N, 19.04335975E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","40.7"
"2023_AvCj_P_2_1_5","2023","AvCj_P","core _2","2023_AvCj_P_2_1_5","1_5","AvCj_P","12.9",NA,"68.35517730N, 19.04332818E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.5"
"2023_AvCj_P_2_10_14","2023","AvCj_P","core _2","2023_AvCj_P_2_10_14","10_14","AvCj_P","8.7",NA,"68.35517730N, 19.04332818E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.5"
"2023_AvCj_P_2_20_24","2023","AvCj_P","core _2","2023_AvCj_P_2_20_24","20_24","AvCj_P","4.2",NA,"68.35517730N, 19.04332818E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.5"
"2023_AvCj_P_2_30_34","2023","AvCj_P","core _2","2023_AvCj_P_2_30_34","30_34","AvCj_P","1",NA,"68.35517730N, 19.04332818E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.5"
"2023_AvCj_P_3_1_5","2023","AvCj_P","core _3","2023_AvCj_P_3_1_5","1_5","AvCj_P","14.6",NA,"68.35515285N, 19.04333800E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.0"
"2023_AvCj_P_3_10_14","2023","AvCj_P","core _3","2023_AvCj_P_3_10_14","10_14","AvCj_P","8.9",NA,"68.35515285N, 19.04333800E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.0"
"2023_AvCj_P_3_20_24","2023","AvCj_P","core _3","2023_AvCj_P_3_20_24","20_24","AvCj_P","5.5",NA,"68.35515285N, 19.04333800E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.0"
"2023_AvCj_P_3_30_34","2023","AvCj_P","core _3","2023_AvCj_P_3_30_34","30_34","AvCj_P","2.2",NA,"68.35515285N, 19.04333800E","Avni Transect C-Jessica (P; collar 10,11,12)","Palsa","Not Measured","38.0"
"2023_AvCe_F1_1_1_5","2023","AvCe_F1","core _1","2023_AvCe_F1_1_1_5","1_5","AvCe_F1","11.2","5.4","68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_10_14","2023","AvCe_F1","core _1","2023_AvCe_F1_1_10_14","10_14","AvCe_F1","11.1","5.4","68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_20_24","2023","AvCe_F1","core _1","2023_AvCe_F1_1_20_24","20_24","AvCe_F1","11.1","5.4","68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_30_34","2023","AvCe_F1","core _1","2023_AvCe_F1_1_30_34","30_34","AvCe_F1","10.6","5.5","68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_40_44","2023","AvCe_F1","core _1","2023_AvCe_F1_1_40_44","40_44","AvCe_F1","9.9","5.5","68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_50_54","2023","AvCe_F1","core _1","2023_AvCe_F1_1_50_54","50_54","AvCe_F1","9.1",NA,"68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_60_64","2023","AvCe_F1","core _1","2023_AvCe_F1_1_60_64","60_64","AvCe_F1","8.7",NA,"68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_1_70_74","2023","AvCe_F1","core _1","2023_AvCe_F1_1_70_74","70_74","AvCe_F1",NA,NA,"68.35479597N, 19.04327967E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.0","Below Detection (>80)"
"2023_AvCe_F1_2_1_5","2023","AvCe_F1","core _2","2023_AvCe_F1_2_1_5","1_5","AvCe_F1","10.7","5.5","68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_10_14","2023","AvCe_F1","core _2","2023_AvCe_F1_2_10_14","10_14","AvCe_F1","11","5.4","68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_20_24","2023","AvCe_F1","core _2","2023_AvCe_F1_2_20_24","20_24","AvCe_F1","11","5.4","68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_30_34","2023","AvCe_F1","core _2","2023_AvCe_F1_2_30_34","30_34","AvCe_F1","10.6","5.4","68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_40_44","2023","AvCe_F1","core _2","2023_AvCe_F1_2_40_44","40_44","AvCe_F1","9.6",NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_50_54","2023","AvCe_F1","core _2","2023_AvCe_F1_2_50_54","50_54","AvCe_F1","9.1",NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_60_64","2023","AvCe_F1","core _2","2023_AvCe_F1_2_60_64","60_64","AvCe_F1","8.7",NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_70_74","2023","AvCe_F1","core _2","2023_AvCe_F1_2_70_74","70_74","AvCe_F1",NA,NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_80_84","2023","AvCe_F1","core _2","2023_AvCe_F1_2_80_84","80_84","AvCe_F1",NA,NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_2_90_92","2023","AvCe_F1","core _2","2023_AvCe_F1_2_90_94","90_94","AvCe_F1",NA,NA,"68.35475824N, 19.04329388E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","9.0","Below Detection (>80)"
"2023_AvCe_F1_3_1_5","2023","AvCe_F1","core _3","2023_AvCe_F1_3_1_5","1_5","AvCe_F1","11.1","5.1","68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_10_14","2023","AvCe_F1","core _3","2023_AvCe_F1_3_10_14","10_14","AvCe_F1","11.2","5.1","68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_20_24","2023","AvCe_F1","core _3","2023_AvCe_F1_3_20_24","20_24","AvCe_F1","11.2","5.2","68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_30_34","2023","AvCe_F1","core _3","2023_AvCe_F1_3_30_34","30_34","AvCe_F1","10.5","5.2","68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_40_44","2023","AvCe_F1","core _3","2023_AvCe_F1_3_40_44","40_44","AvCe_F1","9.4",NA,"68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_50_54","2023","AvCe_F1","core _3","2023_AvCe_F1_3_50_54","50_54","AvCe_F1","9",NA,"68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_60_64","2023","AvCe_F1","core _3","2023_AvCe_F1_3_60_64","60_64","AvCe_F1",NA,NA,"68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_F1_3_70_74","2023","AvCe_F1","core _3","2023_AvCe_F1_3_70_74","70_74","AvCe_F1",NA,NA,"68.35477438N, 19.04338766E","Avni Transect C-extension (F, fen-stayed-fen; collar 7,8,9)","Fen","8.5","Below Detection (>80)"
"2023_AvCe_C_1_1_5","2023","AvCe_C","core _1","2023_AvCe_C_1_1_5","1_5","AvCe_C","11.3","5.4","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_10_14","2023","AvCe_C","core _1","2023_AvCe_C_1_10_14","10_14","AvCe_C","11.2","5.8","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_20_24","2023","AvCe_C","core _1","2023_AvCe_C_1_20_24","20_24","AvCe_C","11","5.8","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_30_34","2023","AvCe_C","core _1","2023_AvCe_C_1_30_34","30_34","AvCe_C","10.6","5.7","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_40_44","2023","AvCe_C","core _1","2023_AvCe_C_1_40_44","40_44","AvCe_C","9.7","6","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_50_54","2023","AvCe_C","core _1","2023_AvCe_C_1_50_54","50_54","AvCe_C","9.1",NA,"68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_60_64","2023","AvCe_C","core _1","2023_AvCe_C_1_60_64","60_64","AvCe_C",NA,"5.7","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_1_70_74","2023","AvCe_C","core _1","2023_AvCe_C_1_70_74","70_74","AvCe_C",NA,"5.9","68.35488727N, 19.04341933E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","12.0","Below Detection (>80)"
"2023_AvCe_C_2_1_5","2023","AvCe_C","core _2","2023_AvCe_C_2_1_5","1_5","AvCe_C","10.6","5.8","68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_10_14","2023","AvCe_C","core _2","2023_AvCe_C_2_10_14","10_14","AvCe_C","10.4",NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_20_24","2023","AvCe_C","core _2","2023_AvCe_C_2_20_24","20_24","AvCe_C","9.9",NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_30_34","2023","AvCe_C","core _2","2023_AvCe_C_2_30_34","30_34","AvCe_C","9.1",NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_40_44","2023","AvCe_C","core _2","2023_AvCe_C_2_40_44","40_44","AvCe_C","8.4",NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_50_54","2023","AvCe_C","core _2","2023_AvCe_C_2_50_54","50_54","AvCe_C","8.1",NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
"2023_AvCe_C_2_60_64","2023","AvCe_C","core _2","2023_AvCe_C_2_60_64","60_64","AvCe_C",NA,NA,"68.35485001N, 19.04337918E","Avni Transect C-extension (C, palsa-now-fen; collar 4,5,6)","Fen","7.0","Below Detection (>80)"
